click_id,sku,query_id,position,clicked,converted,price_rwf
CLK-001248,RW-APP-0300,Q-0028,2,0,1,30818
CLK-001249,GN-HOM-0404,Q-0028,3,1,0,10579
CLK-001250,RW-HOM-0270,Q-0099,1,1,0,22715
CLK-001251,GN-LEA-0490,Q-0073,1,0,0,22670
CLK-001252,GN-HOM-0454,Q-0037,1,1,0,8013
CLK-001253,GN-LEA-0491,Q-0075,2,0,0,9707
CLK-001254,RW-JEW-0189,Q-0036,1,1,0,10154
CLK-001255,RW-JEW-0299,Q-0119,1,1,0,44930
CLK-001256,RW-APP-0053,Q-0042,2,0,0,5663
CLK-001257,RW-BAS-0218,Q-0051,1,1,0,6309
CLK-001258,RW-APP-0259,Q-0095,1,1,0,12342
CLK-001259,GN-BAS-0409,Q-0050,2,1,0,2355
CLK-001260,RW-BAS-0059,Q-0120,2,1,0,6834
CLK-001261,RW-HOM-0304,Q-0100,8,1,0,16694
CLK-001262,RW-LEA-0338,Q-0003,9,1,0,22729
CLK-001263,GN-HOM-0430,Q-0020,1,1,1,6825
CLK-001264,RW-HOM-0175,Q-0021,2,1,1,43537
CLK-001265,RW-BAS-0042,Q-0015,3,1,0,8873
CLK-001266,GN-LEA-0475,Q-0007,2,1,0,20732
CLK-001267,RW-JEW-0054,Q-0052,2,1,0,9251
CLK-001268,RW-LEA-0323,Q-0053,1,1,1,15081
CLK-001269,RW-JEW-0091,Q-0036,2,0,0,13231
CLK-001270,RW-JEW-0180,Q-0105,3,0,0,29995
CLK-001271,GN-LEA-0429,Q-0028,6,1,0,20560
CLK-001272,RW-HOM-0281,Q-0039,10,1,1,38042
CLK-001273,RW-BAS-0039,Q-0108,2,1,0,9484
CLK-001274,RW-BAS-0026,Q-0080,2,1,0,14022
CLK-001275,RW-BAS-0051,Q-0008,1,1,0,24326
CLK-001276,RW-BAS-0155,Q-0055,5,1,1,24076
CLK-001277,RW-HOM-0251,Q-0016,4,1,0,30813
CLK-001278,RW-HOM-0251,Q-0044,3,0,0,30813
CLK-001279,RW-LEA-0321,Q-0086,7,1,0,61206
CLK-001280,RW-JEW-0372,Q-0021,1,0,0,14654
CLK-001281,RW-BAS-0009,Q-0061,4,1,0,23295
CLK-001282,RW-LEA-0295,Q-0001,2,0,1,24718
CLK-001283,RW-JEW-0165,Q-0003,2,1,0,24388
CLK-001284,RW-JEW-0373,Q-0074,3,0,0,28678
CLK-001285,RW-APP-0060,Q-0106,6,1,0,8654
CLK-001286,RW-JEW-0375,Q-0091,5,0,0,9676
CLK-001287,GN-LEA-0418,Q-0021,6,0,0,15809
CLK-001288,GN-JEW-0492,Q-0007,2,0,0,2317
CLK-001289,GN-BAS-0450,Q-0055,4,1,1,6856
CLK-001290,RW-LEA-0160,Q-0049,2,1,0,53118
CLK-001291,RW-HOM-0168,Q-0036,1,0,0,13745
CLK-001292,GN-JEW-0437,Q-0012,1,1,0,12428
CLK-001293,GN-HOM-0468,Q-0017,1,0,0,6630
CLK-001294,GN-BAS-0488,Q-0097,6,1,0,1656
CLK-001295,RW-BAS-0381,Q-0086,3,0,0,7726
CLK-001296,RW-BAS-0353,Q-0053,1,0,0,3593
CLK-001297,RW-LEA-0055,Q-0037,1,1,0,76602
CLK-001298,RW-LEA-0022,Q-0062,1,0,1,33289
CLK-001299,RW-JEW-0047,Q-0058,1,1,0,15640
CLK-001300,RW-LEA-0294,Q-0106,3,1,0,38811
CLK-001301,RW-BAS-0260,Q-0024,1,1,0,8553
CLK-001302,GN-LEA-0438,Q-0107,3,0,0,7545
CLK-001303,GN-BAS-0447,Q-0105,20,1,1,6826
CLK-001304,RW-APP-0298,Q-0100,3,1,0,25024
CLK-001305,GN-HOM-0459,Q-0070,4,0,0,11643
CLK-001306,RW-BAS-0381,Q-0115,2,1,0,7726
CLK-001307,GN-LEA-0475,Q-0024,1,1,0,20732
CLK-001308,GN-LEA-0429,Q-0037,10,1,0,20560
CLK-001309,RW-APP-0271,Q-0104,7,1,0,9022
CLK-001310,RW-BAS-0141,Q-0119,3,0,0,15917
CLK-001311,RW-JEW-0370,Q-0067,2,1,0,19432
CLK-001312,RW-LEA-0082,Q-0002,2,1,0,42057
CLK-001313,GN-LEA-0482,Q-0023,1,1,0,9766
CLK-001314,GN-APP-0487,Q-0042,2,1,0,6622
CLK-001315,RW-APP-0271,Q-0005,8,1,0,9022
CLK-001316,RW-APP-0248,Q-0011,6,1,0,30967
CLK-001317,RW-JEW-0174,Q-0018,1,1,1,10134
CLK-001318,RW-JEW-0385,Q-0053,3,1,0,45953
CLK-001319,RW-LEA-0142,Q-0030,2,1,0,50694
CLK-001320,RW-BAS-0166,Q-0084,3,1,0,10492
CLK-001321,GN-LEA-0438,Q-0041,1,1,0,7545
CLK-001322,GN-JEW-0425,Q-0036,1,1,0,9772
CLK-001323,RW-LEA-0064,Q-0080,1,1,0,58086
CLK-001324,RW-HOM-0266,Q-0079,3,1,1,34934
CLK-001325,RW-BAS-0314,Q-0072,6,1,1,20953
CLK-001326,RW-APP-0208,Q-0078,1,0,1,12381
CLK-001327,RW-HOM-0241,Q-0107,8,1,0,20620
CLK-001328,RW-LEA-0022,Q-0100,3,0,1,33289
CLK-001329,GN-HOM-0412,Q-0004,4,1,0,5127
CLK-001330,RW-HOM-0149,Q-0031,1,0,1,33834
CLK-001331,RW-BAS-0101,Q-0027,6,1,0,5845
CLK-001332,RW-APP-0136,Q-0029,7,0,0,13342
CLK-001333,RW-HOM-0202,Q-0055,5,1,0,28336
CLK-001334,GN-LEA-0413,Q-0118,2,1,0,7968
CLK-001335,RW-BAS-0155,Q-0038,1,1,0,24076
CLK-001336,RW-APP-0259,Q-0082,1,1,0,12342
CLK-001337,RW-HOM-0061,Q-0067,5,1,0,22847
CLK-001338,RW-HOM-0378,Q-0028,5,0,0,24698
CLK-001339,RW-BAS-0344,Q-0040,1,1,0,21228
CLK-001340,RW-HOM-0168,Q-0004,7,0,0,13745
CLK-001341,GN-JEW-0492,Q-0047,5,1,0,2317
CLK-001342,GN-LEA-0462,Q-0112,4,1,1,9261
CLK-001343,RW-HOM-0324,Q-0112,4,1,0,10617
CLK-001344,GN-BAS-0406,Q-0079,5,1,0,7802
CLK-001345,RW-LEA-0254,Q-0100,1,1,0,23522
CLK-001346,RW-APP-0037,Q-0016,5,1,0,25331
CLK-001347,RW-LEA-0142,Q-0116,1,1,0,50694
CLK-001348,RW-HOM-0368,Q-0065,2,0,0,21876
CLK-001349,RW-LEA-0257,Q-0090,2,1,0,78416
CLK-001350,RW-LEA-0089,Q-0022,1,0,0,43185
CLK-001351,RW-LEA-0321,Q-0083,2,0,0,61206
CLK-001352,RW-LEA-0148,Q-0007,8,1,0,35403
CLK-001353,GN-JEW-0467,Q-0063,2,1,0,11601
CLK-001354,RW-JEW-0303,Q-0114,2,1,0,29568
CLK-001355,GN-JEW-0461,Q-0026,7,0,0,9907
CLK-001356,GN-JEW-0467,Q-0044,10,1,1,11601
CLK-001357,GN-JEW-0410,Q-0018,11,1,0,4047
CLK-001358,GN-HOM-0459,Q-0080,1,1,1,11643
CLK-001359,RW-APP-0178,Q-0031,4,1,0,19690
CLK-001360,RW-HOM-0277,Q-0031,1,1,0,21158
CLK-001361,RW-HOM-0234,Q-0076,9,1,0,27375
CLK-001362,RW-JEW-0239,Q-0049,3,1,0,39339
CLK-001363,RW-JEW-0333,Q-0065,2,1,0,6185
CLK-001364,RW-HOM-0103,Q-0118,1,0,0,15956
CLK-001365,RW-HOM-0310,Q-0069,4,0,0,39046
CLK-001366,RW-LEA-0226,Q-0081,1,1,0,54047
CLK-001367,RW-HOM-0069,Q-0024,8,1,0,17941
CLK-001368,RW-LEA-0238,Q-0101,8,1,1,50980
CLK-001369,RW-JEW-0189,Q-0091,1,1,0,10154
CLK-001370,RW-JEW-0047,Q-0116,1,1,0,15640
CLK-001371,RW-HOM-0021,Q-0067,2,1,0,44721
CLK-001372,RW-APP-0384,Q-0081,2,0,0,19452
CLK-001373,RW-BAS-0166,Q-0043,1,1,1,10492
CLK-001374,GN-HOM-0436,Q-0037,2,1,0,9373
CLK-001375,RW-HOM-0130,Q-0112,1,0,0,13578
CLK-001376,GN-BAS-0463,Q-0112,1,1,0,7180
CLK-001377,RW-LEA-0369,Q-0024,14,0,0,39940
CLK-001378,RW-BAS-0343,Q-0061,4,1,0,8542
CLK-001379,RW-JEW-0054,Q-0118,2,1,0,9251
CLK-001380,RW-APP-0235,Q-0084,3,1,0,18415
CLK-001381,RW-JEW-0370,Q-0087,5,1,0,19432
CLK-001382,RW-JEW-0288,Q-0059,6,1,0,46483
CLK-001383,RW-JEW-0139,Q-0071,1,1,0,18440
CLK-001384,RW-LEA-0339,Q-0110,1,1,0,17855
CLK-001385,GN-JEW-0492,Q-0064,1,1,1,2317
CLK-001386,RW-HOM-0267,Q-0066,2,0,0,11217
CLK-001387,RW-APP-0276,Q-0052,6,0,0,33567
CLK-001388,RW-APP-0393,Q-0035,3,1,0,17447
CLK-001389,RW-LEA-0076,Q-0053,1,1,0,74863
CLK-001390,RW-JEW-0317,Q-0054,2,1,0,25277
CLK-001391,GN-LEA-0464,Q-0002,7,1,0,21198
CLK-001392,RW-LEA-0041,Q-0008,3,1,0,43675
CLK-001393,GN-APP-0487,Q-0051,1,0,0,6622
CLK-001394,RW-LEA-0257,Q-0032,5,0,0,78416
CLK-001395,RW-HOM-0085,Q-0047,1,1,0,16115
CLK-001396,RW-JEW-0134,Q-0075,1,1,0,47326
CLK-001397,GN-JEW-0496,Q-0053,1,1,0,13265
CLK-001398,RW-JEW-0367,Q-0071,2,0,0,41030
CLK-001399,RW-APP-0354,Q-0110,5,0,0,17682
CLK-001400,RW-APP-0371,Q-0051,1,1,0,14170
CLK-001401,RW-BAS-0023,Q-0026,4,0,1,14110
CLK-001402,RW-HOM-0177,Q-0079,2,1,1,7179
CLK-001403,RW-BAS-0343,Q-0044,12,1,1,8542
CLK-001404,RW-BAS-0291,Q-0020,9,1,0,24696
CLK-001405,GN-BAS-0420,Q-0105,3,0,0,6053
CLK-001406,GN-BAS-0428,Q-0051,1,0,0,6993
CLK-001407,GN-LEA-0482,Q-0093,3,1,0,9766
CLK-001408,RW-LEA-0121,Q-0065,2,1,0,15355
CLK-001409,RW-HOM-0088,Q-0015,2,1,0,21633
CLK-001410,RW-JEW-0173,Q-0099,1,0,0,17812
CLK-001411,RW-JEW-0333,Q-0065,2,1,1,6185
CLK-001412,RW-BAS-0389,Q-0007,4,1,0,16786
CLK-001413,RW-APP-0161,Q-0118,10,0,0,30217
CLK-001414,RW-BAS-0258,Q-0100,1,1,0,8707
CLK-001415,RW-BAS-0155,Q-0009,4,1,1,24076
CLK-001416,RW-JEW-0385,Q-0079,2,1,0,45953
CLK-001417,RW-APP-0077,Q-0034,3,1,1,18669
CLK-001418,RW-BAS-0376,Q-0019,10,1,0,3847
CLK-001419,RW-JEW-0033,Q-0110,3,1,0,29610
CLK-001420,GN-LEA-0433,Q-0095,5,1,0,9492
CLK-001421,RW-JEW-0002,Q-0022,2,1,1,48903
CLK-001422,RW-JEW-0116,Q-0005,6,1,0,49866
CLK-001423,RW-HOM-0098,Q-0011,7,0,0,43437
CLK-001424,RW-LEA-0216,Q-0029,1,0,1,59411
CLK-001425,RW-HOM-0172,Q-0090,6,1,0,25145
CLK-001426,GN-APP-0473,Q-0044,10,1,0,2306
CLK-001427,GN-LEA-0408,Q-0097,2,0,0,6795
CLK-001428,RW-APP-0161,Q-0027,1,1,0,30217
CLK-001429,RW-LEA-0182,Q-0087,1,1,1,22103
CLK-001430,RW-LEA-0092,Q-0056,4,0,0,74562
CLK-001431,GN-BAS-0406,Q-0106,2,1,0,7802
CLK-001432,RW-BAS-0170,Q-0016,2,1,0,16166
CLK-001433,RW-LEA-0331,Q-0063,5,1,0,29735
CLK-001434,GN-BAS-0446,Q-0050,2,1,0,7070
CLK-001435,RW-HOM-0308,Q-0062,5,1,1,27692
CLK-001436,RW-JEW-0184,Q-0008,1,0,0,7203
CLK-001437,RW-LEA-0254,Q-0086,3,1,0,23522
CLK-001438,RW-APP-0210,Q-0025,4,1,0,16535
CLK-001439,RW-JEW-0152,Q-0102,2,0,0,35944
CLK-001440,RW-BAS-0249,Q-0020,10,0,0,12482
CLK-001441,RW-APP-0259,Q-0096,2,0,0,12342
CLK-001442,RW-HOM-0168,Q-0079,6,0,1,13745
CLK-001443,GN-APP-0444,Q-0062,1,0,0,5938
CLK-001444,GN-APP-0470,Q-0040,1,1,0,4607
CLK-001445,RW-APP-0053,Q-0107,12,0,0,5663
CLK-001446,GN-HOM-0481,Q-0095,1,0,0,4451
CLK-001447,RW-BAS-0312,Q-0099,1,1,0,8284
CLK-001448,GN-HOM-0468,Q-0031,5,0,0,6630
CLK-001449,RW-LEA-0348,Q-0089,3,1,1,35458
CLK-001450,RW-APP-0235,Q-0086,1,0,0,18415
CLK-001451,RW-APP-0279,Q-0035,2,0,0,32462
CLK-001452,RW-APP-0056,Q-0058,1,0,0,9598
CLK-001453,GN-JEW-0492,Q-0034,1,0,0,2317
CLK-001454,RW-HOM-0357,Q-0116,3,0,0,37442
CLK-001455,RW-JEW-0240,Q-0019,4,0,1,23867
CLK-001456,GN-JEW-0425,Q-0071,2,1,0,9772
CLK-001457,RW-LEA-0350,Q-0094,1,1,0,57008
CLK-001458,GN-HOM-0481,Q-0008,5,0,0,4451
CLK-001459,RW-APP-0392,Q-0096,3,1,0,7904
CLK-001460,RW-HOM-0069,Q-0075,1,0,1,17941
CLK-001461,RW-JEW-0284,Q-0013,5,0,0,40713
CLK-001462,RW-APP-0279,Q-0072,2,1,1,32462
CLK-001463,RW-APP-0122,Q-0036,3,0,0,29044
CLK-001464,GN-LEA-0411,Q-0037,2,0,1,12670
CLK-001465,RW-BAS-0365,Q-0099,1,0,1,7770
CLK-001466,RW-LEA-0321,Q-0030,2,0,0,61206
CLK-001467,RW-LEA-0115,Q-0067,2,1,0,48511
CLK-001468,GN-JEW-0483,Q-0101,6,1,0,13150
CLK-001469,RW-HOM-0188,Q-0098,1,0,0,39427
CLK-001470,RW-HOM-0270,Q-0081,2,1,0,22715
CLK-001471,RW-APP-0120,Q-0055,1,0,0,10946
CLK-001472,RW-JEW-0106,Q-0077,2,0,0,45426
CLK-001473,RW-HOM-0157,Q-0038,1,0,0,38747
CLK-001474,RW-LEA-0080,Q-0038,1,0,0,71875
CLK-001475,RW-HOM-0069,Q-0035,3,1,0,17941
CLK-001476,RW-APP-0195,Q-0006,6,1,1,15526
CLK-001477,RW-APP-0341,Q-0027,2,1,0,10509
CLK-001478,RW-JEW-0007,Q-0080,4,1,1,25055
CLK-001479,RW-HOM-0307,Q-0041,3,1,0,13705
CLK-001480,RW-HOM-0202,Q-0046,9,1,0,28336
CLK-001481,RW-BAS-0242,Q-0083,4,1,0,22572
CLK-001482,RW-JEW-0046,Q-0046,4,1,1,39589
CLK-001483,RW-HOM-0179,Q-0099,2,0,0,16192
CLK-001484,RW-LEA-0278,Q-0019,1,1,0,16953
CLK-001485,GN-LEA-0491,Q-0103,5,1,0,9707
CLK-001486,GN-JEW-0486,Q-0085,1,1,0,11383
CLK-001487,RW-JEW-0360,Q-0008,1,1,0,28672
CLK-001488,RW-HOM-0352,Q-0114,3,1,0,15176
CLK-001489,RW-APP-0322,Q-0106,1,1,0,21565
CLK-001490,RW-HOM-0364,Q-0015,2,0,0,22105
CLK-001491,RW-LEA-0025,Q-0055,2,0,1,65150
CLK-001492,RW-JEW-0184,Q-0106,10,0,0,7203
CLK-001493,GN-HOM-0412,Q-0052,2,0,0,5127
CLK-001494,GN-LEA-0411,Q-0120,10,1,0,12670
CLK-001495,RW-LEA-0287,Q-0012,4,1,0,43213
CLK-001496,RW-LEA-0076,Q-0066,8,0,0,74863
CLK-001497,RW-JEW-0183,Q-0005,3,1,1,5365
CLK-001498,RW-LEA-0055,Q-0107,3,1,0,76602
CLK-001499,GN-BAS-0463,Q-0049,2,1,0,7180
CLK-001500,RW-LEA-0397,Q-0028,7,0,1,48935
CLK-001501,RW-BAS-0038,Q-0007,1,0,1,23352
CLK-001502,RW-HOM-0062,Q-0063,3,1,0,35081
CLK-001503,RW-JEW-0054,Q-0103,1,0,0,9251
CLK-001504,RW-LEA-0331,Q-0010,2,1,0,29735
CLK-001505,RW-LEA-0055,Q-0029,3,1,0,76602
CLK-001506,RW-BAS-0026,Q-0014,4,1,1,14022
CLK-001507,RW-HOM-0363,Q-0045,1,1,0,27171
CLK-001508,RW-LEA-0192,Q-0017,3,0,1,23893
CLK-001509,RW-BAS-0135,Q-0101,2,1,1,23101
CLK-001510,RW-JEW-0002,Q-0016,2,1,0,48903
CLK-001511,RW-APP-0259,Q-0046,2,1,0,12342
CLK-001512,RW-APP-0037,Q-0092,3,0,1,25331
CLK-001513,RW-BAS-0232,Q-0001,1,1,0,3088
CLK-001514,RW-LEA-0089,Q-0042,1,1,0,43185
CLK-001515,GN-JEW-0486,Q-0001,2,0,0,11383
CLK-001516,RW-HOM-0167,Q-0077,8,0,0,7833
CLK-001517,GN-JEW-0419,Q-0030,3,0,0,4264
CLK-001518,RW-LEA-0082,Q-0054,1,0,0,42057
CLK-001519,RW-BAS-0233,Q-0077,5,1,0,11539
CLK-001520,RW-APP-0366,Q-0040,5,1,1,22679
CLK-001521,RW-JEW-0145,Q-0087,2,0,0,16066
CLK-001522,RW-BAS-0105,Q-0012,1,0,0,23275
CLK-001523,RW-JEW-0152,Q-0112,10,1,0,35944
CLK-001524,RW-BAS-0099,Q-0069,11,1,0,24926
CLK-001525,RW-HOM-0368,Q-0056,1,1,1,21876
CLK-001526,RW-BAS-0198,Q-0051,4,1,0,22733
CLK-001527,RW-BAS-0113,Q-0119,2,1,0,14979
CLK-001528,GN-JEW-0497,Q-0052,1,1,1,9119
CLK-001529,RW-BAS-0309,Q-0080,2,1,0,20801
CLK-001530,RW-BAS-0065,Q-0032,2,1,1,13981
CLK-001531,RW-APP-0108,Q-0017,2,1,0,33083
CLK-001532,RW-JEW-0054,Q-0050,6,0,0,9251
CLK-001533,GN-JEW-0483,Q-0119,4,1,0,13150
CLK-001534,RW-JEW-0247,Q-0023,1,1,0,47738
CLK-001535,RW-HOM-0040,Q-0035,1,1,0,36743
CLK-001536,RW-LEA-0245,Q-0090,3,1,0,72199
CLK-001537,RW-JEW-0139,Q-0019,6,1,0,18440
CLK-001538,RW-HOM-0270,Q-0053,2,0,0,22715
CLK-001539,RW-JEW-0024,Q-0018,2,0,0,41630
CLK-001540,RW-APP-0078,Q-0038,2,1,1,10239
CLK-001541,GN-JEW-0480,Q-0059,3,0,0,13396
CLK-001542,RW-HOM-0049,Q-0010,2,1,1,31123
CLK-001543,RW-BAS-0249,Q-0068,3,0,0,12482
CLK-001544,RW-HOM-0084,Q-0096,1,0,1,42143
CLK-001545,RW-JEW-0316,Q-0116,2,1,1,11224
CLK-001546,RW-JEW-0093,Q-0025,5,1,1,48222
CLK-001547,RW-BAS-0291,Q-0111,8,0,0,24696
CLK-001548,RW-HOM-0357,Q-0030,5,0,0,37442
CLK-001549,RW-LEA-0226,Q-0085,1,1,0,54047
CLK-001550,RW-BAS-0079,Q-0097,1,0,0,20668
CLK-001551,RW-LEA-0035,Q-0027,1,0,0,21155
CLK-001552,RW-BAS-0198,Q-0088,1,1,0,22733
CLK-001553,RW-LEA-0212,Q-0008,4,0,0,15107
CLK-001554,RW-JEW-0231,Q-0011,3,1,0,7710
CLK-001555,RW-JEW-0106,Q-0117,2,1,0,45426
CLK-001556,GN-JEW-0451,Q-0112,8,1,0,2892
CLK-001557,RW-LEA-0057,Q-0096,9,1,0,17911
CLK-001558,RW-BAS-0218,Q-0116,2,1,0,6309
CLK-001559,RW-APP-0302,Q-0020,5,0,0,25242
CLK-001560,RW-LEA-0224,Q-0102,2,1,0,44539
CLK-001561,RW-JEW-0162,Q-0102,4,0,0,35159
CLK-001562,RW-APP-0006,Q-0061,2,1,0,23949
CLK-001563,RW-LEA-0321,Q-0073,1,1,1,61206
CLK-001564,RW-BAS-0140,Q-0014,10,0,1,15594
CLK-001565,RW-HOM-0374,Q-0070,4,0,0,32420
CLK-001566,RW-LEA-0041,Q-0115,4,1,0,43675
CLK-001567,GN-LEA-0434,Q-0046,4,1,0,24120
CLK-001568,RW-APP-0292,Q-0086,11,1,1,31774
CLK-001569,RW-HOM-0167,Q-0055,4,1,1,7833
CLK-001570,RW-APP-0210,Q-0088,2,1,0,16535
CLK-001571,RW-BAS-0312,Q-0111,5,1,0,8284
CLK-001572,GN-APP-0442,Q-0060,1,1,0,7096
CLK-001573,GN-LEA-0418,Q-0057,2,1,0,15809
CLK-001574,RW-JEW-0217,Q-0016,6,1,0,26718
CLK-001575,RW-HOM-0118,Q-0025,7,1,1,31704
CLK-001576,RW-BAS-0140,Q-0007,6,1,0,15594
CLK-001577,RW-APP-0322,Q-0025,1,1,0,21565
CLK-001578,GN-LEA-0411,Q-0056,5,1,0,12670
CLK-001579,RW-JEW-0217,Q-0091,1,1,0,26718
CLK-001580,RW-LEA-0072,Q-0016,3,0,0,57375
CLK-001581,RW-BAS-0275,Q-0076,1,0,0,21160
CLK-001582,RW-HOM-0034,Q-0092,3,0,0,34339
CLK-001583,RW-HOM-0270,Q-0098,2,0,0,22715
CLK-001584,RW-BAS-0042,Q-0063,1,1,1,8873
CLK-001585,RW-APP-0056,Q-0026,12,0,0,9598
CLK-001586,RW-BAS-0198,Q-0092,2,1,0,22733
CLK-001587,GN-APP-0466,Q-0019,3,0,1,7330
CLK-001588,RW-HOM-0308,Q-0083,1,1,0,27692
CLK-001589,RW-HOM-0207,Q-0094,1,0,0,42644
CLK-001590,RW-JEW-0116,Q-0048,2,0,0,49866
CLK-001591,RW-BAS-0297,Q-0053,2,1,0,13216
CLK-001592,RW-APP-0322,Q-0047,8,1,1,21565
CLK-001593,RW-LEA-0123,Q-0070,2,1,1,58493
CLK-001594,GN-JEW-0401,Q-0098,2,0,0,4237
CLK-001595,RW-LEA-0255,Q-0057,5,1,0,16539
CLK-001596,RW-LEA-0028,Q-0035,5,0,0,38517
CLK-001597,GN-HOM-0493,Q-0090,2,1,0,8448
CLK-001598,RW-JEW-0046,Q-0086,1,1,0,39589
CLK-001599,RW-HOM-0352,Q-0032,2,1,0,15176
CLK-001600,GN-LEA-0431,Q-0089,4,1,0,14797
CLK-001601,RW-APP-0032,Q-0073,1,0,0,18673
CLK-001602,RW-JEW-0131,Q-0051,2,1,0,31638
CLK-001603,RW-BAS-0050,Q-0056,6,1,1,23592
CLK-001604,RW-HOM-0368,Q-0107,3,1,0,21876
CLK-001605,RW-APP-0136,Q-0119,2,1,1,13342
CLK-001606,RW-BAS-0291,Q-0020,8,0,0,24696
CLK-001607,RW-BAS-0127,Q-0057,1,1,1,4166
CLK-001608,RW-HOM-0034,Q-0040,4,1,0,34339
CLK-001609,RW-HOM-0100,Q-0005,8,0,0,29422
CLK-001610,GN-HOM-0445,Q-0070,1,0,0,3531
CLK-001611,RW-HOM-0104,Q-0091,2,1,0,11449
CLK-001612,GN-APP-0453,Q-0079,1,1,1,12688
CLK-001613,RW-LEA-0121,Q-0054,1,0,0,15355
CLK-001614,RW-LEA-0072,Q-0120,2,0,0,57375
CLK-001615,RW-JEW-0117,Q-0011,4,1,0,6944
CLK-001616,RW-JEW-0385,Q-0007,2,0,0,45953
CLK-001617,GN-APP-0473,Q-0071,2,1,1,2306
CLK-001618,RW-JEW-0093,Q-0030,4,1,0,48222
CLK-001619,RW-APP-0036,Q-0102,1,1,0,6248
CLK-001620,GN-APP-0473,Q-0034,5,0,1,2306
CLK-001621,GN-BAS-0463,Q-0010,2,1,1,7180
CLK-001622,RW-LEA-0350,Q-0018,5,0,0,57008
CLK-001623,RW-APP-0237,Q-0043,1,1,0,30421
CLK-001624,GN-APP-0466,Q-0083,3,1,0,7330
CLK-001625,RW-HOM-0377,Q-0108,3,1,0,19751
CLK-001626,RW-JEW-0134,Q-0073,3,1,0,47326
CLK-001627,GN-APP-0470,Q-0091,7,1,1,4607
CLK-001628,GN-BAS-0474,Q-0073,7,0,0,6926
CLK-001629,RW-JEW-0372,Q-0031,1,1,1,14654
CLK-001630,RW-JEW-0165,Q-0062,2,1,0,24388
CLK-001631,RW-LEA-0154,Q-0097,1,0,0,25643
CLK-001632,RW-LEA-0041,Q-0048,1,0,0,43675
CLK-001633,RW-HOM-0190,Q-0020,4,0,1,10222
CLK-001634,RW-LEA-0055,Q-0027,1,0,0,76602
CLK-001635,RW-APP-0206,Q-0031,13,0,1,33660
CLK-001636,RW-HOM-0362,Q-0016,3,1,0,37635
CLK-001637,RW-BAS-0009,Q-0033,3,0,0,23295
CLK-001638,RW-JEW-0008,Q-0052,1,1,0,26002
CLK-001639,RW-LEA-0261,Q-0070,2,1,0,65223
CLK-001640,RW-APP-0305,Q-0008,8,1,0,20584
CLK-001641,RW-LEA-0226,Q-0032,2,1,0,54047
CLK-001642,RW-LEA-0028,Q-0047,1,1,0,38517
CLK-001643,RW-JEW-0375,Q-0041,2,0,0,9676
CLK-001644,RW-LEA-0150,Q-0004,4,1,0,54054
CLK-001645,RW-BAS-0291,Q-0119,4,1,0,24696
CLK-001646,GN-HOM-0460,Q-0046,3,1,0,6869
CLK-001647,RW-BAS-0126,Q-0051,2,1,0,16860
CLK-001648,GN-LEA-0413,Q-0102,1,1,1,7968
CLK-001649,GN-LEA-0477,Q-0058,2,1,0,15460
CLK-001650,RW-LEA-0123,Q-0039,1,1,0,58493
CLK-001651,RW-LEA-0022,Q-0017,2,1,0,33289
CLK-001652,RW-BAS-0051,Q-0055,3,1,0,24326
CLK-001653,RW-BAS-0020,Q-0099,1,1,1,3677
CLK-001654,GN-LEA-0402,Q-0107,2,1,0,10720
CLK-001655,RW-LEA-0387,Q-0008,5,1,0,60896
CLK-001656,RW-JEW-0013,Q-0034,2,0,0,39552
CLK-001657,RW-LEA-0287,Q-0067,2,1,1,43213
CLK-001658,RW-JEW-0030,Q-0015,7,1,0,48612
CLK-001659,RW-BAS-0218,Q-0064,5,0,0,6309
CLK-001660,RW-HOM-0310,Q-0103,2,1,0,39046
CLK-001661,RW-LEA-0192,Q-0101,6,1,0,23893
CLK-001662,RW-LEA-0181,Q-0054,6,1,0,30494
CLK-001663,RW-APP-0036,Q-0016,2,1,0,6248
CLK-001664,RW-BAS-0126,Q-0034,8,1,1,16860
CLK-001665,RW-LEA-0273,Q-0066,1,1,0,17375
CLK-001666,RW-HOM-0307,Q-0118,1,1,0,13705
CLK-001667,RW-BAS-0197,Q-0040,4,1,0,24171
CLK-001668,RW-HOM-0382,Q-0002,1,0,0,39514
CLK-001669,RW-HOM-0044,Q-0064,3,1,0,12329
CLK-001670,RW-LEA-0219,Q-0033,9,1,0,20838
CLK-001671,GN-BAS-0422,Q-0010,6,1,0,4557
CLK-001672,GN-BAS-0449,Q-0030,1,1,1,4443
CLK-001673,GN-JEW-0480,Q-0082,1,1,1,13396
CLK-001674,RW-JEW-0180,Q-0058,5,1,0,29995
CLK-001675,RW-LEA-0045,Q-0070,1,1,0,22726
CLK-001676,RW-BAS-0265,Q-0047,2,1,0,12995
CLK-001677,RW-HOM-0251,Q-0087,3,1,0,30813
CLK-001678,RW-HOM-0147,Q-0008,4,1,0,9950
CLK-001679,RW-LEA-0321,Q-0087,6,1,0,61206
CLK-001680,RW-APP-0394,Q-0040,4,1,0,31142
CLK-001681,RW-HOM-0100,Q-0067,2,0,0,29422
CLK-001682,GN-JEW-0476,Q-0019,5,1,0,13926
CLK-001683,GN-LEA-0423,Q-0046,15,1,0,15251
CLK-001684,RW-HOM-0044,Q-0115,4,1,0,12329
CLK-001685,RW-JEW-0317,Q-0035,3,0,0,25277
